"","ctuid","bg_mean","bg_median","bg_scale"
"87","5350070.00",2,2,5.58296999270391
"88","5350071.00",1,1,5.13138114447121
"89","5350072.01",0,0,1.33345088528326
"90","5350072.02",3,3,5.99258156545493
"91","5350073.00",3,3,0.723183979114633
"92","5350074.00",2,2,1.42136505632146
"93","5350075.00",2,2,7.78893416235441
"94","5350076.00",1,1,4.85271843346439
"95","5350077.00",3,3,1.48499966804892
"96","5350078.00",2,2,-4.24506832728625
"97","5350079.00",2,2,0.517882372720116
"98","5350080.01",0,0,2.89405895649964
"99","5350080.02",1,1,-0.251963956880866
"100","5350081.00",1,1,4.66143618437049
"101","5350082.00",2,2,6.68890056266208
"102","5350083.00",3,3,5.54672421226126
"103","5350084.00",2,2,7.02118138112215
"104","5350085.00",2,2,2.41596711359817
"105","5350086.00",5,5,-2.67457532126257
"106","5350087.00",3,3,4.79295959695566
"107","5350088.00",3,3,6.06550103415646
"108","5350089.00",3,3,3.55118985789823
"109","5350090.00",3,3,6.02986375214302
"110","5350091.01",2,2,0.334089896235357
"111","5350091.02",1,1,0.638949376826708
"112","5350092.00",1,1,3.92946111060058
"113","5350093.00",1,1,2.83781728351354
"114","5350094.00",1,1,2.31025302907275
"115","5350095.00",1,1,1.36817606555942
"116","5350096.01",2,2,7.35845944713702
"117","5350096.02",2,2,7.2674140987522
"118","5350097.01",1,1,2.03335920230866
"119","5350097.03",2,2,-0.748660672524373
"120","5350097.04",1,1,2.08076186907209
"121","5350098.00",1,1,0.794013056729475
"122","5350099.00",1,1,3.06579209441412
"123","5350100.00",1,1,6.35806690948611
"124","5350101.00",2,2,5.66843224178201
"125","5350102.02",2,1,2.76932248696926
"126","5350102.03",2,2,3.48560357720017
"127","5350102.04",1,1,5.69074522124545
"128","5350102.05",1,1,5.56179825998384
"129","5350103.00",0,0,1.10836621664538
"130","5350104.00",1,1,5.11144701197759
"131","5350105.00",1,1,2.65013838538966
"132","5350106.00",1,1,5.71456450728923
"133","5350107.00",2,2,2.70924914364119
"134","5350108.00",2,1,1.12933583369429
"135","5350109.00",1,1,3.73338630342521
"136","5350110.00",2,2,3.82387674428771
"137","5350111.00",2,2,5.81547351941072
"138","5350112.00",2,2,5.28707064417882
"139","5350113.00",2,2,3.491515618617
"140","5350114.00",2,2,0.882375366016381
"141","5350115.00",3,3,-0.369972974059147
"142","5350116.00",2,2,1.57479588380776
"143","5350117.00",1,1,3.57710981364317
"144","5350118.00",3,2,2.4034165989883
"145","5350119.00",3,3,-4.08610017366995
"146","5350120.00",1,1,-0.601323516047391
"147","5350121.00",2,2,-1.37661075452768
"148","5350122.00",2,2,0.489698547901804
"149","5350123.00",1,1,0.819203579822891
"150","5350124.00",1,1,1.66895603214074
"151","5350125.00",2,2,-0.20166731119638
"152","5350126.00",4,3,1.95324048634442
"153","5350127.00",2,3,-0.435188766440202
"154","5350128.02",2,1,1.40788209583894
"155","5350128.04",1,1,2.74572333361953
"156","5350128.05",1,1,2.6728154293174
"157","5350128.06",2,2,1.05854253282466
"158","5350129.00",2,2,1.41228318011729
"159","5350130.00",3,3,1.4903783244875
"160","5350131.00",3,3,-1.26232984288869
"161","5350132.00",2,2,6.12801866099883
"162","5350133.00",3,3,6.70909781843117
"163","5350134.00",3,3,-1.9600557779855
"164","5350135.00",4,4,3.69292401058744
"165","5350136.01",1,1,-0.00721789849985699
"166","5350136.02",1,1,-0.469177528132334
"167","5350137.00",2,2,2.43444795951666
"168","5350138.00",1,1,-1.00917739224346
"169","5350139.01",3,3,-2.40532381764293
"170","5350139.02",3,3,-1.66028694536067
"171","5350140.00",2,2,-0.801311025259922
"172","5350141.01",1,1,3.13292479662495
"173","5350141.02",1,1,3.58803698196379
"174","5350142.00",1,2,1.6688738266132
"175","5350150.00",0,0,1.63209796097092
"176","5350151.00",2,3,-1.22594000397192
"177","5350152.00",1,1,3.66401675886715
"178","5350153.00",3,3,3.25651941185185
"179","5350154.00",2,2,2.29882562615673
"180","5350155.00",2,2,1.64689776266857
"181","5350156.01",1,1,0.290068509220115
"182","5350156.02",1,1,0.949037837805672
"183","5350157.00",2,3,-3.08731906954324
"184","5350158.00",1,1,0.868667040239808
"185","5350159.01",2,2,1.0277540849341
"186","5350159.02",2,2,1.9509506485756
"187","5350160.00",2,2,-0.280992476673667
"188","5350161.00",1,1,0.772000233822193
"189","5350162.00",3,3,-0.757035725718264
"190","5350163.00",1,1,2.7201049086383
"191","5350164.00",2,2,2.97678486976382
"192","5350165.00",0,0,-0.403796488544592
"193","5350166.00",3,3,2.80988233637171
"194","5350167.01",0,0,-0.929452928092203
"195","5350167.02",0,0,-0.856796488289843
"196","5350168.00",1,1,-0.994111675028596
"197","5350169.01",1,1,0.798062051578922
"198","5350169.02",1,1,0.543656369848515
"199","5350170.00",0,1,1.81129753864054
"200","5350171.00",0,0,-1.00992899094849
"201","5350172.00",2,1,-2.88210951037368
"202","5350173.00",1,0,-0.315187551621486
"203","5350174.00",0,0,-2.0494066168436
"204","5350175.01",2,2,1.01852220176709
"205","5350175.02",3,3,0.505961052738108
"206","5350176.00",3,3,1.5548706172429
"207","5350180.00",2,2,-1.68557042052986
"208","5350181.01",2,2,-0.275007838519094
"209","5350181.02",2,2,-1.23298800573756
"210","5350182.00",1,1,-0.306915610234589
"211","5350183.01",2,2,1.32132486822328
"212","5350183.02",2,2,1.31376509886815
"213","5350184.01",1,1,1.81674666862735
"214","5350184.02",1,1,2.03817780668138
"215","5350185.01",2,2,2.43925953388394
"216","5350185.02",2,2,2.76008364934489
"217","5350186.00",3,3,2.10589725088467
"218","5350187.00",2,3,1.72750418179184
"219","5350188.00",1,1,-1.30423680271888
"220","5350189.00",2,2,-3.08546427571163
"221","5350190.01",2,2,-2.75982355998463
"222","5350190.02",2,2,-3.53330051493913
"223","5350191.00",1,1,-0.866655108431799
"224","5350192.00",4,4,2.56931132085368
"225","5350193.00",4,4,-3.50458605358031
"226","5350194.01",3,3,-1.87629697705385
"227","5350194.02",3,3,-0.248879068686369
"228","5350194.03",3,3,-0.0860105838206817
"229","5350194.04",4,4,1.43586158937876
"230","5350195.01",2,2,3.50986176123834
"231","5350195.02",3,3,1.54015150551846
"232","5350196.01",3,3,3.19499664882065
"233","5350196.02",4,4,0.525642652905728
"234","5350200.01",2,2,2.08449506648386
"235","5350200.02",2,2,2.15697350308309
"236","5350201.00",2,2,2.50241066747392
"237","5350202.00",2,2,2.10467514353692
"238","5350203.00",2,2,1.82136252479176
"239","5350204.00",0,0,0.99902359077584
"240","5350205.00",1,1,-0.0642138774379656
"241","5350206.01",2,2,-0.541788946054399
"242","5350206.02",3,3,3.05927844558747
"243","5350207.00",1,1,0.991808029247222
"244","5350208.00",1,1,1.01673057028618
"245","5350209.00",2,2,3.78692636239622
"246","5350210.01",2,2,2.89837148860483
"247","5350210.02",1,1,1.70753891073799
"248","5350211.00",2,2,-0.107131081079772
"249","5350212.00",1,1,-0.0235660219283934
"250","5350213.01",3,3,4.29968686652824
"251","5350213.02",2,2,1.42206546133976
"252","5350214.00",2,2,4.06421026154693
"253","5350215.00",2,2,2.80771388112554
"254","5350216.00",1,1,2.94792708895395
"255","5350217.00",1,1,1.96586759021674
"256","5350218.00",1,1,6.11582457312233
"257","5350219.00",3,3,-0.258936433583176
"258","5350220.00",2,2,-0.200038372259212
"259","5350221.01",2,2,0.354325953759854
"260","5350221.02",2,1,0.623639234426846
"261","5350222.01",2,1,1.28316055982443
"262","5350222.02",1,1,1.7552294306075
"263","5350223.01",1,1,-0.698782943482307
"264","5350223.02",2,2,-0.921814600524293
"265","5350224.00",2,2,2.19468721528899
"266","5350225.01",1,0,2.87527753883133
"267","5350225.02",2,1,0.807662927953566
"268","5350226.00",3,3,1.80586738674573
"269","5350227.00",2,2,2.32030630711355
"270","5350228.00",3,3,-0.00664607863713329
"271","5350229.00",1,1,4.20287102893888
"272","5350230.01",2,2,0.157053803411407
"273","5350230.02",2,2,-0.530074488860472
"274","5350231.00",2,2,2.44997248795102
"275","5350232.00",3,3,1.03430810105726
"276","5350233.00",2,2,-1.89044881606611
"277","5350234.00",3,3,-1.34620766200053
"278","5350235.01",2,2,1.26899037065811
"279","5350235.02",2,2,1.0150873019261
"280","5350236.01",1,1,-1.38791220032129
"281","5350236.02",3,3,-0.0955320290958399
"282","5350237.01",2,2,-0.197774775888633
"283","5350237.02",2,2,-0.931303072279446
"284","5350237.03",2,2,-4.76395815552912
"285","5350238.01",1,1,-0.329730574040977
"286","5350238.02",1,1,0.0823559246376487
"287","5350239.00",1,1,0.767558003152224
"288","5350240.01",3,3,1.10882461666721
"289","5350240.02",4,4,0.428700716195981
"290","5350241.00",3,3,1.36838949003873
"291","5350242.00",3,3,0.850595889983666
"292","5350243.01",4,4,1.51175754897948
"293","5350243.02",5,5,-0.283114401723433
"294","5350244.01",2,2,-2.35088361792267
"295","5350244.02",1,1,-0.991442378879926
"296","5350245.00",4,4,-1.30423204687506
"297","5350246.00",4,4,-1.18735322847934
"298","5350247.01",3,3,-0.118579529923777
"299","5350247.02",4,4,-2.15968408857617
"300","5350248.02",2,1,-1.50919357526993
"301","5350248.03",4,3,2.57764388668466
"302","5350248.04",3,3,0.643483098920053
