,ct_year,SESi
1894,1996_5350311.03,-0.35206967561722063
1895,1996_5350311.04,-3.5562818340184443
1896,1996_5350311.05,-4.981037024657783
1897,1996_5350311.06,-4.981037024657783
1898,1996_5350312.02,-4.020731713538587
1899,1996_5350312.03,-2.464191224301362
1900,1996_5350312.04,-5.76405784953355
1901,1996_5350312.05,-5.7371991006326635
1902,1996_5350312.06,-2.256039342039999
1903,1996_5350312.07,-2.256039342039999
1904,1996_5350313.00,-1.2609593301340645
1905,1996_5350314.01,-5.106948252917019
1906,1996_5350314.02,-2.6624676579740423
1907,1996_5350315.01,0.5723734148105127
1908,1996_5350315.02,-3.2810769658066943
1909,1996_5350315.03,-1.825575648329247
1910,1996_5350316.01,-1.0239517777048925
1911,1996_5350316.03,-6.716531258866284
1912,1996_5350316.04,-7.674171491330585
1913,1996_5350316.05,-7.236911740222976
1914,1996_5350316.06,-7.236911740222965
1915,1996_5350317.02,-4.828802509884605
1916,1996_5350317.03,-0.4391582973171047
1917,1996_5350317.04,-2.0943530837586355
1918,1996_5350317.05,-2.324495104001076
1919,1996_5350318.00,-0.8365371146681401
1920,1996_5350319.00,0.1559478125039736
1921,1996_5350320.01,-2.37271269276535
1922,1996_5350320.02,-2.0298345706365257
1923,1996_5350321.01,-0.10436143259225852
1924,1996_5350321.02,-0.10436143259225852
1925,1996_5350322.01,-1.6104110437020986
1926,1996_5350322.02,-1.6104110437020986
1927,1996_5350323.01,0.5081764266159481
1928,1996_5350323.02,0.8813897737716879
1929,1996_5350324.01,-1.188271783035987
1930,1996_5350324.02,-1.59048827421063
1931,1996_5350324.03,-0.9853885755061542
1932,1996_5350324.05,-1.819713588306566
1933,1996_5350324.06,-1.819713588306566
1934,1996_5350330.00,1.558839705216841
1935,1996_5350331.01,0.42898346560399875
1936,1996_5350331.03,-4.335672255400377
1937,1996_5350331.04,-4.335672255400372
1938,1996_5350332.00,-4.358052758858411
1939,1996_5350333.00,0.026986833761391008
1940,1996_5350334.00,0.943523702338623
1941,1996_5350335.00,-1.5541243500576651
1942,1996_5350336.00,-1.043625006132359
1943,1996_5350337.01,-2.0797968607644925
1944,1996_5350337.02,-2.0797968607644925
1945,1996_5350338.00,-0.8271721822246187
1946,1996_5350339.00,0.5543920339542551
1947,1996_5350340.00,-2.47943009142747
1948,1996_5350341.02,-3.230165366688331
1949,1996_5350341.03,-6.06617388149902
1950,1996_5350341.04,-6.06617388149902
1951,1996_5350342.00,-3.895796817079134
1952,1996_5350343.00,-2.544048573100903
1953,1996_5350344.01,-4.196500820125153
1954,1996_5350344.02,-4.196500820125153
1955,1996_5350345.00,-2.325980435827443
1956,1996_5350346.01,-4.756608960323444
1957,1996_5350346.02,-4.346521909453354
1958,1996_5350347.00,0.6787906226637673
1959,1996_5350348.00,-0.46703462031895104
1960,1996_5350349.00,-3.3926862493331633
1961,1996_5350350.00,-0.9583753251579978
1962,1996_5350351.01,-2.5113782177052313
1963,1996_5350351.02,-1.8135931307004485
1964,1996_5350352.00,-3.4016004352714497
1965,1996_5350353.02,-1.1162149493720799
1966,1996_5350353.03,-3.3285347885107517
1967,1996_5350353.04,-3.3285347885107517
1968,1996_5350354.00,-1.7568204567772294
1969,1996_5350355.02,-1.8211191123936232
1970,1996_5350355.04,-4.435907713138547
1971,1996_5350355.05,-4.435907713138547
1972,1996_5350355.06,-4.435907713138547
1973,1996_5350356.00,-0.5783842720786467
1974,1996_5350357.01,-4.74961824520351
1975,1996_5350357.02,-6.047565826141136
1976,1996_5350358.01,-1.0674851743208653
1977,1996_5350358.02,-4.361115349308223
1978,1996_5350358.03,-4.846234313735188
1979,1996_5350359.00,-4.384928291334306
1980,1996_5350360.00,-0.17724738472140936
1981,1996_5350361.01,2.291686870756846
1982,1996_5350361.02,1.9525125934686562
1983,1996_5350362.01,-0.6504946073627768
1984,1996_5350362.02,-0.49678077816749094
1985,1996_5350362.03,0.8929724741826732
1986,1996_5350362.04,0.06557548151286373
1987,1996_5350363.02,0.29602332847848195
1988,1996_5350363.04,-4.603940117461706
1989,1996_5350363.05,-4.603940117461706
1990,1996_5350363.06,-6.525148475107088
1991,1996_5350363.07,-6.525148475107088
1992,1996_5350364.01,-2.381559416709978
1993,1996_5350364.02,0.6214194858375839
1994,1996_5350365.00,-1.0687131677006518
1995,1996_5350366.00,-3.347590268567172
1996,1996_5350367.01,-4.1622253708564765
1997,1996_5350367.02,0.4091092172712966
1998,1996_5350368.01,-0.36860209969515534
1999,1996_5350368.02,-0.36860209969515534
2000,1996_5350369.00,-1.1103811891606246
2001,1996_5350370.01,-5.5309736788108745
2002,1996_5350370.02,-3.2132024749059145
2003,1996_5350370.03,-2.0329824154917535
2004,1996_5350371.00,-0.08548541558922274
2005,1996_5350372.00,-0.26832633269423817
2006,1996_5350373.00,-1.2424458271953904
2007,1996_5350374.01,-0.7384465061634694
2008,1996_5350374.02,-0.2147907986958551
2009,1996_5350374.03,-2.995769931807467
2010,1996_5350375.01,-3.139170908060892
2011,1996_5350375.02,1.9015801314175582
2012,1996_5350375.03,-3.3692283798451728
2013,1996_5350375.04,-2.3547652398232883
2014,1996_5350375.05,-0.8593204354764896
2015,1996_5350376.01,-2.7310864924806015
2016,1996_5350376.02,-3.640914045512211
2017,1996_5350376.04,-1.6148771914573912
2018,1996_5350376.05,-0.3807703020732594
2020,1996_5350376.08,-2.2306328817599885
2021,1996_5350376.09,-3.2921888039727505
2022,1996_5350376.11,-2.8047857134230894
2023,1996_5350376.12,-2.8047857134230894
2024,1996_5350376.13,-1.6451257105437536
2025,1996_5350376.14,-1.6451257105437502
2026,1996_5350376.15,-2.866627407519099
2027,1996_5350376.16,-2.866627407519099
2028,1996_5350377.01,-2.0979153733920923
2029,1996_5350377.02,-0.1818947519539032
2030,1996_5350377.03,0.3806073363736175
2031,1996_5350377.04,-2.115202007687595
2032,1996_5350377.06,-2.524867630694086
2033,1996_5350377.07,-2.524867630694086
2034,1996_5350378.02,-2.7500424976121702
2035,1996_5350378.03,-1.465518471881774
2036,1996_5350378.04,-2.236946368348244
2037,1996_5350378.05,-1.6623843611610767
2038,1996_5350378.06,-4.125605140540158
2039,1996_5350378.07,-2.6407832692974016
2040,1996_5350378.08,-2.28777262701605
2041,1996_5350378.11,-2.372134272690342
2042,1996_5350378.12,-3.435579015655354
2043,1996_5350378.14,-3.4751226524308496
2044,1996_5350378.16,-2.7771825661781304
2045,1996_5350378.17,-2.7771825661781335
2046,1996_5350378.18,-2.817472690191575
2047,1996_5350378.19,-2.817472690191578
2049,1996_5350378.21,-2.732094157738755
2050,1996_5350378.22,-2.732094157738755
2051,1996_5350378.23,-0.33023689568662346
2052,1996_5350378.24,-0.33023689568662346
2053,1996_5350378.25,-1.1186886559681828
2054,1996_5350378.26,-1.1186886559681828
2055,1996_5350378.27,-1.1186886559681828
2056,1996_5350378.28,-1.1186886559681828
2057,1996_5350400.02,2.436111222656359
2058,1996_5350400.03,0.7373789715215257
2059,1996_5350400.04,1.1590994502389185
2060,1996_5350400.06,2.3719207840305905
2061,1996_5350400.07,1.7721237076587963
2062,1996_5350400.08,0.1689051393937306
2063,1996_5350400.11,-0.7803215116061796
2064,1996_5350400.12,0.5984838007309423
2065,1996_5350400.13,-1.5648068739216816
2066,1996_5350400.14,-1.5648068739216816
2067,1996_5350400.15,1.7122645126605613
2068,1996_5350400.16,1.7122645126605613
2069,1996_5350400.17,-2.149153379568489
2070,1996_5350400.18,-2.149153379568489
2071,1996_5350400.19,-0.47914933167389734
2073,1996_5350400.21,-0.47914933167389734
2074,1996_5350400.22,-0.47914933167389734
2075,1996_5350400.23,-0.47914933167389734
2076,1996_5350401.04,0.13560137015369883
2078,1996_5350401.06,0.5600168543466064
2079,1996_5350401.07,1.8231762761087873
2080,1996_5350401.08,2.1871897127418953
2081,1996_5350401.09,0.8102465462633672
2083,1996_5350401.11,-2.061351193979886
2084,1996_5350401.13,-1.5947390574422455
2085,1996_5350401.14,0.1566232970091523
2086,1996_5350401.15,0.1566232970091523
2087,1996_5350401.17,0.20043049289802572
2088,1996_5350401.18,-1.4163695168567971
2089,1996_5350401.19,-1.4163695168567971
2091,1996_5350401.21,-2.709283546285748
2092,1996_5350401.22,0.20043049289802572
2093,1996_5350401.23,0.20043049289802572
2094,1996_5350402.01,1.1616928517788958
2095,1996_5350402.02,0.6022570296513221
2096,1996_5350402.03,1.676993465996799
2097,1996_5350402.04,1.732895819178076
2098,1996_5350402.05,2.864543637010266
2099,1996_5350402.06,0.1256350004501537
2100,1996_5350402.07,0.5598508930019122
2101,1996_5350402.08,0.6782526682177751
2102,1996_5350402.09,1.6754862943156572
2104,1996_5350402.12,2.186510037502097
2105,1996_5350402.13,2.186510037502097
2106,1996_5350403.01,0.02165903616282585
2107,1996_5350403.04,0.02165903616282585
2108,1996_5350403.05,0.02165903616282585
2109,1996_5350403.07,0.02165903616282585
2112,1996_5350403.11,0.02165903616282585
2113,1996_5350403.12,0.02165903616282585
2114,1996_5350403.13,0.02165903616282585
2115,1996_5350403.14,0.02165903616282585
2116,1996_5350403.15,0.02165903616282585
2117,1996_5350403.16,0.02165903616282585
2118,1996_5350410.02,-0.1405120495150364
2119,1996_5350410.03,1.740894295820179
2120,1996_5350410.04,1.4916137341094318
2121,1996_5350410.05,2.301846683489298
2122,1996_5350410.07,0.4619663897970531
2123,1996_5350410.09,0.3167594870743873
2125,1996_5350410.11,0.3167594870743873
2126,1996_5350410.12,0.8752527928027971
2127,1996_5350410.13,0.8752527928027971
2128,1996_5350410.14,0.546221959128782
2129,1996_5350410.15,0.546221959128782
2130,1996_5350411.01,-0.1435042965038926
2131,1996_5350411.04,1.4119747706392003
2132,1996_5350411.07,1.4841589331990863
2133,1996_5350411.08,1.2433579568193596
2134,1996_5350411.09,1.2433579568193596
2135,1996_5350411.12,1.3103602286559373
2136,1996_5350411.15,1.3103602286559373
2137,1996_5350411.16,1.2433579568193596
2138,1996_5350411.17,1.2433579568193596
2139,1996_5350411.18,1.2433579568193596
2140,1996_5350411.19,1.2433579568193596
2141,1996_5350411.21,1.4841589331990863
2142,1996_5350411.22,1.4841589331990863
2143,1996_5350411.23,1.4841589331990863
2144,1996_5350411.24,1.3103602286559373
2146,1996_5350411.26,1.3103602286559373
2147,1996_5350411.27,1.3103602286559373
2148,1996_5350411.28,1.2433579568193596
2149,1996_5350411.29,1.2433579568193596
2151,1996_5350412.01,0.8818650893504896
2152,1996_5350412.02,0.0476908853839463
2153,1996_5350412.04,0.7340128999162481
2154,1996_5350412.06,0.9643233161144601
2155,1996_5350412.08,0.4255529750349912
2157,1996_5350412.11,0.7796808800884287
2158,1996_5350412.12,1.2721329084276392
2159,1996_5350412.13,1.2721329084276392
2160,1996_5350412.14,1.586334769934931
2161,1996_5350412.15,1.586334769934931
2162,1996_5350412.18,1.685022064607499
2163,1996_5350412.19,1.6961874347918429
2165,1996_5350412.21,1.685022064607499
2166,1996_5350412.22,1.685022064607499
2167,1996_5350412.24,1.685022064607499
2168,1996_5350412.25,1.685022064607499
2169,1996_5350412.26,1.685022064607499
2170,1996_5350413.01,2.5009734066047495
2171,1996_5350413.02,2.5009734066047495
2172,1996_5350420.03,-0.04637683962890037
2173,1996_5350420.05,-1.4042172925345762
2174,1996_5350420.06,-1.4042172925345762
2175,1996_5350420.08,-0.4175037636875973
2176,1996_5350420.09,-0.4175037636875973
2178,1996_5350420.11,-0.8334740646620663
2179,1996_5350420.13,-1.4042172925345762
2180,1996_5350420.14,-1.4042172925345762
2181,1996_5350420.15,-1.4042172925345762
2182,1996_5350421.01,1.7987805088923432
2183,1996_5350421.04,0.9677601137171304
2184,1996_5350421.05,0.9677601137171304
2185,1996_5350421.06,1.2010089186870863
2186,1996_5350421.07,1.2010089186870863
2187,1996_5350422.02,-0.8839183233116243
2188,1996_5350422.03,0.07000376235687028
2190,1996_5350422.05,0.07000376235687028
2191,1996_5350422.06,0.07000376235687028
2192,1996_5350423.01,1.3529881051032024
2193,1996_5350423.02,1.3205646582443187
2194,1996_5350424.04,0.18274851570336967
2195,1996_5350424.05,0.18274851570336967
2196,1996_5350424.07,0.18274851570336967
2197,1996_5350424.08,0.18274851570336967
2198,1996_5350424.09,0.9603797836113592
2200,1996_5350424.11,0.9603797836113592
2201,1996_5350424.13,1.640257456025414
2202,1996_5350424.14,1.640257456025414
2203,1996_5350424.15,1.640257456025414
2204,1996_5350424.16,1.640257456025414
2205,1996_5350430.03,2.2122298414307995
2206,1996_5350430.05,2.2122298414307995
2207,1996_5350430.06,2.2122298414307995
2208,1996_5350430.07,0.6016929908780528
2209,1996_5350430.08,0.6016929908780528
2210,1996_5350431.01,1.149785681914126
2211,1996_5350431.02,2.590462272809932
2212,1996_5350440.00,1.6284231418940576
2213,1996_5350441.02,0.5123868317426162
2214,1996_5350441.03,2.0388150067877038
2215,1996_5350441.04,2.0388150067877038
2216,1996_5350442.02,1.2476342673021779
2217,1996_5350442.03,2.8014534356395338
2218,1996_5350442.04,1.6180767781164147
2219,1996_5350442.05,1.6180767781164147
2220,1996_5350442.06,1.6180767781164147
2221,1996_5350450.02,0.7748096019426141
2222,1996_5350450.03,1.7276670497600457
2223,1996_5350450.05,1.7276670497600457
2224,1996_5350450.06,1.7276670497600457
2225,1996_5350451.01,0.7100619459106517
2226,1996_5350451.02,-0.5446125595268383
2227,1996_5350451.03,0.8076577654125194
2228,1996_5350451.05,1.9963333340282303
2229,1996_5350451.06,1.9963333340282303
2230,1996_5350451.07,1.9963333340282303
2231,1996_5350452.01,1.342568044943587
2232,1996_5350452.02,-0.08907265735005558
2233,1996_5350452.03,0.998682122045823
2234,1996_5350452.05,2.5364822520388834
2235,1996_5350452.06,2.5364822520388834
2236,1996_5350452.07,2.5364822520388834
2237,1996_5350455.00,1.792464175022413
2238,1996_5350456.01,1.9879709243511676
2239,1996_5350456.02,1.8571138469274018
2240,1996_5350456.03,1.4126830107256096
2241,1996_5350460.01,2.1660343813177385
2242,1996_5350460.02,0.8696856140823666
2243,1996_5350461.01,2.3055341814584756
2244,1996_5350461.02,1.893692715211008
2245,1996_5350470.00,-0.18573150895389076
2246,1996_5350471.00,-0.5342310882416905
2247,1996_5350472.00,-0.06001693073873811
2248,1996_5350473.01,0.09139021016251934
2249,1996_5350473.02,0.09139021016251934
2250,1996_5350473.03,0.09139021016251934
2251,1996_5350474.00,-0.6095541689986018
2252,1996_5350475.00,-1.8580527952433596
2253,1996_5350476.01,-1.268885690557363
2254,1996_5350476.02,-1.3402799799857137
2255,1996_5350500.01,-2.7188495810266624
2256,1996_5350500.02,-2.385439006196566
2257,1996_5350501.01,0.5105017328752212
2258,1996_5350501.02,1.7692265978101835
2259,1996_5350502.01,-0.2241708818095212
2260,1996_5350502.02,-0.16714521366544444
2261,1996_5350503.00,-0.7895373751260333
2262,1996_5350504.00,2.0879545734858644
2263,1996_5350505.01,2.7259685984673476
2264,1996_5350505.02,2.8766354158412715
2265,1996_5350506.00,2.8156067557012916
2266,1996_5350507.00,1.3228564180403022
2267,1996_5350508.00,0.9534908792095613
2268,1996_5350509.01,0.8631544357775052
2269,1996_5350509.02,1.3534176240318627
2270,1996_5350510.00,1.6562614961446953
2271,1996_5350511.01,-3.157866325082141
2272,1996_5350511.02,-1.0280447052746389
2273,1996_5350512.00,-1.1708334604030948
2274,1996_5350513.01,1.6201102762240147
2275,1996_5350513.02,-2.3215488561848288
2276,1996_5350513.03,-2.2388788567128826
2277,1996_5350513.04,0.77295624985129
2278,1996_5350514.01,-0.6020339254353291
2279,1996_5350514.02,-0.6020339254353291
2280,1996_5350515.01,1.5537101552787076
2281,1996_5350515.02,0.6029569573353284
2282,1996_5350516.01,1.8054193761439412
2283,1996_5350516.02,1.3235410588234209
2284,1996_5350516.03,0.1187068017984772
2285,1996_5350516.04,-1.136876493590039
2286,1996_5350516.05,0.3850249107978027
2287,1996_5350516.06,0.11084274394948165
2288,1996_5350516.08,-1.2226006205808502
2289,1996_5350516.09,0.9588311593113711
2290,1996_5350516.11,2.875649613622433
2291,1996_5350516.16,0.7373939465452731
2292,1996_5350516.17,1.2992423149745036
2293,1996_5350516.18,1.2992423149745036
2295,1996_5350516.21,1.9327266722812646
2296,1996_5350516.22,1.9327266722812646
2297,1996_5350516.23,1.9327266722812646
2298,1996_5350516.24,1.2165550477152194
2299,1996_5350516.25,1.2165550477152194
2300,1996_5350516.26,1.2165550477152194
2301,1996_5350516.28,0.9336069443953021
2302,1996_5350516.29,0.9336069443953021
2304,1996_5350516.31,1.9130798229044057
2305,1996_5350516.32,1.9327266722812646
2306,1996_5350516.37,0.9383846740399294
2307,1996_5350516.38,0.9383846740399294
2308,1996_5350516.39,1.9327266722812646
2310,1996_5350516.41,0.9336069443953021
2311,1996_5350516.42,0.9336069443953021
2312,1996_5350516.43,0.9336069443953021
2313,1996_5350516.44,0.9336069443953021
2314,1996_5350516.46,0.9336069443953021
2315,1996_5350516.47,0.9336069443953021
2316,1996_5350516.48,0.9336069443953021
2317,1996_5350516.49,0.9336069443953021
2318,1996_5350517.00,1.1103967608610528
2319,1996_5350518.00,-2.13566175998889
2320,1996_5350519.00,-0.07267088907085759
2321,1996_5350520.01,-0.6729613085977634
2322,1996_5350520.02,-1.123996720096257
2323,1996_5350520.05,-0.9765530831852168
2324,1996_5350520.07,-2.0172891545607534
2325,1996_5350520.08,-2.0172891545607534
2326,1996_5350520.09,-0.9765530831852168
2328,1996_5350521.01,-1.4274965290396244
2329,1996_5350521.02,0.23705629316966242
2330,1996_5350521.03,-1.8403799289437188
2331,1996_5350521.04,-1.1811153485135735
2332,1996_5350521.05,-1.6920179278674197
2333,1996_5350521.06,-3.1788459162316745
2334,1996_5350522.00,-0.2834711880099452
2335,1996_5350523.00,-0.7572788065227521
2336,1996_5350524.01,-1.2190324194660347
2337,1996_5350524.02,-1.0439483912193703
2338,1996_5350525.01,-2.8079801293477242
2339,1996_5350525.02,-2.105975262715134
2340,1996_5350526.01,-2.5272380593553145
2341,1996_5350526.02,-1.5992899380770078
2342,1996_5350527.01,0.2177358454226866
2343,1996_5350527.02,1.1757545264700102
2344,1996_5350527.03,-0.301922382258018
2345,1996_5350527.04,0.8395972902615434
2346,1996_5350527.05,0.5660955389830639
2347,1996_5350527.06,0.07892324965649561
2348,1996_5350527.07,-0.6801340027948481
2349,1996_5350527.08,0.48266598675027034
2350,1996_5350527.09,0.9869892320304587
2351,1996_5350528.01,1.7110624419216567
2352,1996_5350528.02,0.06776170518549919
2354,1996_5350528.11,0.3892247340180768
2355,1996_5350528.12,0.9463620088619987
2356,1996_5350528.13,0.9463620088619987
2357,1996_5350528.15,-0.11224007437478477
2358,1996_5350528.16,-0.11224007437478477
2359,1996_5350528.18,-0.11224007437478477
2360,1996_5350528.19,-0.11224007437478477
2362,1996_5350528.21,0.15853682277634348
2363,1996_5350528.22,0.1585368227763455
2364,1996_5350528.24,-0.14915957752996276
2365,1996_5350528.25,-0.14915957752996276
2366,1996_5350528.26,-0.14915957752996276
2367,1996_5350528.31,-0.7806039427121992
2368,1996_5350528.32,-0.14915957752996276
2369,1996_5350528.33,-0.14915957752996276
2370,1996_5350528.34,-0.14915957752996276
2371,1996_5350528.35,-0.14915957752996276
2372,1996_5350528.36,-0.7806039427121992
2373,1996_5350528.37,-0.7806039427121992
2374,1996_5350528.39,-0.7806039427121992
2376,1996_5350528.41,-0.14915957752996276
2377,1996_5350528.42,-0.11224007437478477
2378,1996_5350528.43,-0.11224007437478477
2379,1996_5350528.44,-0.35582974286030783
2380,1996_5350528.45,-0.35582974286030783
2381,1996_5350528.46,-0.11224007437478477
2382,1996_5350528.47,-0.11224007437478477
2383,1996_5350528.48,-0.7806039427121992
2384,1996_5350528.49,-0.7806039427121992
2385,1996_5350529.01,-2.478617138609929
2386,1996_5350529.02,-1.2556936573780482
2387,1996_5350530.01,-2.281088492707197
2388,1996_5350530.02,-2.281088492707197
2389,1996_5350531.01,-3.116410506607619
2390,1996_5350531.02,-0.7094593414383408
2391,1996_5350532.01,-1.631939649740965
2392,1996_5350532.02,-2.4470189195855316
2393,1996_5350540.01,-1.2063784634690125
2394,1996_5350540.02,-1.7155457846477806
2395,1996_5350550.01,0.8865220825629174
2396,1996_5350550.02,0.3783920899318702
2397,1996_5350560.00,0.0687876431370023
2398,1996_5350561.00,-0.42405779176247715
2399,1996_5350562.02,1.7887969561430888
2400,1996_5350562.03,0.2550968252061885
2401,1996_5350562.04,0.12517969154699285
2402,1996_5350562.05,-0.27605310877776784
2403,1996_5350562.06,1.3886377641034533
2404,1996_5350562.07,0.1360189409091029
2405,1996_5350562.08,0.6380467880343982
2406,1996_5350562.09,0.3428534856838148
2407,1996_5350562.11,-0.21633210234554887
2408,1996_5350562.12,-1.6755806232590549
2409,1996_5350562.13,-1.6755806232590549
2410,1996_5350562.14,1.6614238463857218
2411,1996_5350562.15,1.6614238463857218
2412,1996_5350563.01,-3.988464661936418
2413,1996_5350563.02,-0.08232984024461662
2414,1996_5350564.01,0.34628575171569875
2415,1996_5350564.02,-1.5542669733748042
2416,1996_5350570.01,-1.8392658112282674
2417,1996_5350570.02,2.5119723100760045
2418,1996_5350571.01,-2.0378527295551305
2419,1996_5350571.02,1.4463771871573312
2420,1996_5350572.01,-0.18814863228461065
2421,1996_5350572.04,-0.7136613116106907
2422,1996_5350572.05,-0.7136613116106907
2423,1996_5350572.07,-0.04372455694722588
2424,1996_5350572.08,-0.04372455694722588
2425,1996_5350572.09,-0.04372455694722588
2427,1996_5350573.03,0.4447492238852627
2428,1996_5350573.05,0.8716050612822631
2429,1996_5350573.06,0.02618312350458433
2430,1996_5350573.07,0.026183123504579336
2431,1996_5350573.09,0.8716050612822631
2433,1996_5350573.11,0.8716050612822631
2434,1996_5350574.00,-1.3558422296536037
2435,1996_5350575.01,-0.9966717874784554
2436,1996_5350575.02,-1.204053039921745
2437,1996_5350575.03,-0.31507688475815104
2438,1996_5350575.04,-0.7450133706779157
2439,1996_5350575.05,0.7218201950695873
2440,1996_5350575.07,-0.1487762923692988
2441,1996_5350575.08,-0.1487762923692988
2442,1996_5350576.04,2.01211573851384
2443,1996_5350576.05,0.59394083499703
2444,1996_5350576.06,1.1570586648476708
2445,1996_5350576.07,1.4489898265950376
2446,1996_5350576.09,1.8288539521548428
2448,1996_5350576.16,0.9530133646127804
2449,1996_5350576.17,0.9530133646127804
2451,1996_5350576.22,0.9530133646127804
2452,1996_5350576.24,0.9530133646127804
2453,1996_5350576.29,1.3726836938716163
2454,1996_5350576.31,1.7350485370062363
2455,1996_5350576.32,1.8288539521548428
2456,1996_5350576.33,1.8288539521548428
2457,1996_5350576.34,1.8288539521548428
2459,1996_5350576.41,1.3726836938716163
2460,1996_5350576.42,1.3726836938716163
2461,1996_5350576.43,1.3726836938716163
2462,1996_5350576.44,1.3726836938716163
2463,1996_5350576.45,0.9530133646127804
2464,1996_5350576.46,0.9530133646127804
2465,1996_5350576.47,0.9530133646127804
2466,1996_5350576.49,1.3726836938716163
2468,1996_5350576.52,1.3726836938716163
2469,1996_5350576.53,1.3726836938716163
2470,1996_5350576.54,0.9530133646127804
2471,1996_5350576.55,0.9530133646127804
2472,1996_5350576.56,0.9530133646127804
2473,1996_5350576.57,0.9530133646127804
2474,1996_5350576.58,0.9530133646127804
2475,1996_5350576.59,0.9530133646127804
2477,1996_5350576.61,0.9530133646127804
2478,1996_5350576.62,0.9530133646127804
2479,1996_5350576.63,0.9530133646127804
2480,1996_5350576.64,0.9530133646127804
2481,1996_5350576.65,0.9530133646127804
2482,1996_5350576.66,0.9530133646127804
2483,1996_5350576.67,0.9530133646127804
2484,1996_5350576.68,0.9530133646127804
2487,1996_5350576.71,1.3726836938716163
2488,1996_5350576.72,1.3726836938716163
2489,1996_5350585.02,0.9228824146020931
2490,1996_5350585.03,1.547604662261747
2491,1996_5350585.05,1.7390295466183063
2492,1996_5350585.07,2.0746395311046824
2493,1996_5350585.08,2.0746395311046824
2494,1996_5350585.09,1.9170172788120712
2496,1996_5350586.01,1.3259246758086738
2497,1996_5350586.02,1.3259246758086738
2498,1996_5350587.01,1.8783518199416847
2499,1996_5350587.02,1.9642909640874595
2500,1996_5350600.01,2.9578460928974084
2501,1996_5350600.02,1.7595921899583542
2502,1996_5350601.00,2.677319437881979
2503,1996_5350602.00,2.7193089570639613
2504,1996_5350603.00,-1.0227789629351853
2505,1996_5350604.00,0.6274852697605127
2506,1996_5350605.00,1.4909391734730268
2507,1996_5350606.00,-0.9503917467551976
2508,1996_5350607.00,1.6488954751801321
2509,1996_5350608.00,-0.5038281661570015
2510,1996_5350609.00,2.5872526881425206
2511,1996_5350610.02,2.7280564825136366
2512,1996_5350610.03,0.7839158109562223
2513,1996_5350610.04,0.7839158109562223
2514,1996_5350611.00,2.034636921526322
2516,1996_5350612.03,1.5901631741329996
2517,1996_5350612.05,1.833491493966143
2518,1996_5350612.08,2.3406516042571535
2520,1996_5350612.11,2.4486508679065135
2521,1996_5350612.12,2.4486508679065135
2522,1996_5350612.13,2.733752862177444
2523,1996_5350612.14,2.733752862177444
2524,1996_5350612.15,2.0231219162873217
2525,1996_5350612.18,2.0231219162873217
2526,1996_5350612.19,2.0231219162873217
2528,1996_5350612.21,2.0231219162873217
2529,1996_5350612.22,2.0231219162873217
2530,1996_5350612.23,2.0231219162873217
2531,1996_5350612.24,2.9936016699025734
2532,1996_5350612.25,2.9936016699025734
2533,1996_5350612.26,2.3122808315350323
2534,1996_5350612.27,2.3122808315350323
2535,1996_5350613.01,1.48693007196411
2536,1996_5350613.03,-0.11975628689342609
2537,1996_5350613.04,-0.11975628689342609
2538,1996_5350614.01,2.090964270557977
2539,1996_5350614.02,2.090964270557977
2540,1996_5350615.00,-0.6958511300618775
2541,1996_5350620.01,0.8650107624587378
2542,1996_5350620.05,0.8650107624587378
2544,1996_5350620.07,0.8650107624587378
2545,1996_5350620.08,0.8650107624587378
2546,1996_5350620.09,0.8650107624587378
2548,1996_5350620.11,0.8650107624587378
2549,1996_5350620.12,0.8650107624587378
2550,1996_5350620.13,0.8650107624587378
2551,1996_5350621.00,2.4938572537438453
2552,1996_5350622.00,1.3498084663000036
2553,1996_5350623.00,-0.026317871077058328
2554,1996_5350624.00,1.8450624510091576
2555,1996_5350625.00,0.3773719255744481
2556,1996_5350626.00,1.3550002997409367
2557,1996_5350630.00,1.270530731657507
2558,1996_5350631.02,2.6441374042438843
2559,1996_5350631.03,2.6441374042438843
2560,1996_5350631.04,2.6441374042438843
2561,1996_5350632.00,1.8247951358423427
2562,1996_5350633.00,0.0342308183656088
2563,1996_5350634.01,1.4335751012654792
2564,1996_5350634.02,1.4335751012654792
2565,1996_5350635.00,0.40815453051654466
2566,1996_5350636.00,2.254227616010258
2567,1996_5350637.00,1.3540221351987871
2568,1996_5350638.00,0.4416277835932886
2569,1996_5350639.00,0.9371595309648573
2570,1996_5350800.01,-0.49964651108179475
2571,1996_5350800.02,0.05461140182533499
2572,1996_5350801.01,1.094876711037548
2573,1996_5350801.02,1.3735866041827682
2574,1996_5350802.01,1.717849756510926
2575,1996_5350802.02,1.717849756510926
2576,1996_5350803.03,1.496853875082451
2577,1996_5350803.04,1.496853875082451
2578,1996_5350803.05,1.9865779403995476
2579,1996_5350803.06,1.9865779403995476
2580,1996_5350804.01,2.75172314993992
2581,1996_5350804.05,1.8248651098236
2582,1996_5350804.06,0.03759181593574104
2583,1996_5350804.07,0.03759181593574104
2584,1996_5350804.08,1.66391008556119
2586,1996_5350804.11,0.02984178528759213
2587,1996_5350804.12,1.66391008556119
2588,1996_5350804.13,1.66391008556119
2589,1996_5350805.04,0.8469800659058393
2590,1996_5350805.06,0.8469800659058393
2591,1996_5350805.09,0.8469800659058393
2593,1996_5350805.12,0.6441370651983378
